code	description	code_group	recommended_use
fw1..	BIPHASIC ISOPHANE INSULIN LISPRO	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw11.	HUMALOG MIX25 100iu/mL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw12.	HUMALOG MIX25 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw13.	HUMALOG MIX50 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw14.	HUMALOG MIX50 100iu/mL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw15.	HUMALOG MIX25 KWIKPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw16.	HUMALOG MIX50 KWIKPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw2..	BIPHASIC INSULIN ASPART	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw21.	NOVOMIX 30 PENFILL 100units/mL injection cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw22.	NOVOMIX 30 FLEXPEN 100units/mL injection prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.

# Other Antidiabetic Drugs
f2C..	INSULIN DEGLUDEC + LIRAGLUTIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2C1.	XULTOPHY 100iu/mL/3.6mg/mL soln for inj prefilled pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2C2.	INSULIN DEGLUDEC+LIRAGLUTIDE 100iu/mL/3.6mg/mL soln inj pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f5...	GUAR	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f51..	GUAR GUM	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f512.	*GUAREM granules 5g/sachet	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f513.	*GUARINA granules 5g/sachet	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f51y.	*GUAR GUM granules 5g/sachet	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft1..	ACARBOSE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft11.	ACARBOSE 50mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft12.	ACARBOSE 100mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft13.	GLUCOBAY 50 tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft14.	GLUCOBAY 100 tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft3..	REPAGLINIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft31.	REPAGLINIDE 0.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft32.	REPAGLINIDE 1mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft33.	REPAGLINIDE 2mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft34.	*NOVONORM 0.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft35.	*NOVONORM 1mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft36.	*NOVONORM 2mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft37.	PRANDIN 500micrograms tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft38.	PRANDIN 1mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft39.	PRANDIN 2mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4..	ROSIGLITAZONE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft41.	*AVANDIA 4mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft42.	*AVANDIA 8mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft43.	*AVANDAMET 1mg / 500mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft44.	*AVANDAMET 2mg / 500mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft45.	AVANDAMET 2mg / 1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft46.	AVANDAMET 4mg / 1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4u.	ROSIGLITAZONE 2mg / METFORMIN 1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4v.	ROSIGLITAZONE 4mg / METFORMIN 1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4w.	ROSIGLITAZONE 2mg / METFORMIN 500mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4x.	ROSIGLITAZONE 1mg / METFORMIN 500mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4y.	*ROSIGLITAZONE 8mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft4z.	*ROSIGLITAZONE 4mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft5..	PIOGLITAZONE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft51.	ACTOS 15mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft52.	ACTOS 30mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft53.	ACTOS 45mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft54.	GLIDIPION 15mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft55.	GLIDIPION 30mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft56.	GLIDIPION 45mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft5x.	PIOGLITAZONE 45mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft5y.	PIOGLITAZONE 30mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft5z.	PIOGLITAZONE 15mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft6..	NATEGLINIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft61.	STARLIX 60mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft62.	STARLIX 120mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft63.	STARLIX 180mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft6x.	NATEGLINIDE 180mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft6y.	NATEGLINIDE 120mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft6z.	NATEGLINIDE 60mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft7..	METFORMIN + PIOGLITAZONE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft71.	COMPETACT 15mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft7z.	METFORMIN 850mg/PIOGLITAZONE 15mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft8..	SITAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft81.	JANUVIA 100mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft82.	JANUVIA 50mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft83.	JANUVIA 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft8x.	SITAGLIPTIN 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft8y.	SITAGLIPTIN 50mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft8z.	SITAGLIPTIN 100mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft9..	EXENATIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft91.	BYETTA 5micrograms/0.02mL injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft92.	BYETTA 10micrograms/0.04mL injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft93.	BYDUREON 2mg powder and solvent for suspension for injection	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft94.	BYDUREON 2mg powder+solvent for susp for inj prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft95.	EXENATIDE 2mg powder+solvent for susp for inj prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft9x.	EXENATIDE 2mg powder+solvent for suspension for injection	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft9y.	EXENATIDE 10micrograms/0.04mL injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ft9z.	EXENATIDE 5micrograms/0.02mL injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fta..	VILDAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fta1.	GALVUS 50mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftaZ.	VILDAGLIPTIN 50mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftb..	METFORMIN + VILDAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftb1.	EUCREAS 50mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftb2.	EUCREAS 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftby.	VILDAGLIPTIN/METFORMIN 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftbz.	VILDAGLIPTIN/METFORMIN 50mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftc..	LIRAGLUTIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftc1.	VICTOZA 6mg/mL solution for injection prefilled pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftc2.	LIRAGLUTIDE 6mg/mL solution for injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftd..	SAXAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftd1.	ONGLYZA 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftd2.	ONGLYZA 2.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftdy.	SAXAGLIPTIN 2.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftdz.	SAXAGLIPTIN 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fte..	METFORMIN + SITAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fte1.	JANUMET 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftez.	SITAGLIPTIN/METFORMIN HYDROCHLORIDE 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftf..	LINAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftf1.	TRAJENTA 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftf2.	LINAGLIPTIN 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftg..	METFORMIN + LINAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftg1.	JENTADUETO 2.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftg2.	LINAGLIPTIN/METFORMIN HYDROCHLORIDE 2.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftg3.	JENTADUETO 2.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftg4.	LINAGLIPTIN/METFORMIN HYDROCHLORIDE 2.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fth..	DAPAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fth1.	FORXIGA 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fth2.	FORXIGA 10mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fth3.	DAPAGLIFLOZIN 5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fth4.	DAPAGLIFLOZIN 10mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fti..	METFORMIN + SAXAGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fti1.	KOMBOGLYZE 2.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fti2.	SAXAGLIPTIN/METFORMIN HYDROCHLORIDE 2.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fti3.	KOMBOGLYZE 2.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fti4.	SAXAGLIPTIN/METFORMIN HYDROCHLORIDE 2.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj..	LIXISENATIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj1.	LYXUMIA 10micrograms/0.2mL soln for inj prefilled pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj2.	LIXISENATIDE 10micrograms/0.2mL soln for injection pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj3.	LYXUMIA 20micrograms/0.2mL soln for inj prefilled pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj4.	LIXISENATIDE 20micrograms/0.2mL soln for injection pen 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj5.	LYXUMIA 10mcg/0.2mL+20mcg/0.2mL soln inj prefilled pens 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftj6.	LIXISENATIDE 10mcg/0.2mL+20mcg/0.2mL soln for inj pens 3mL	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk..	ALOGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk1.	VIPIDIA 6.25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk2.	ALOGLIPTIN 6.25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk3.	VIPIDIA 12.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk4.	ALOGLIPTIN 12.5mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk5.	VIPIDIA 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftk6.	ALOGLIPTIN 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftl..	METFORMIN + ALOGLIPTIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftl1.	VIPDOMET 12.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftl2.	ALOGLIPTIN+METFORMIN HYDROCHLORIDE 12.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftm..	METFORMIN + DAPAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftm1.	XIGDUO 5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftm2.	DAPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftm3.	XIGDUO 5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftm4.	DAPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftn..	CANAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftn1.	INVOKANA 100mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftn2.	CANAGLIFLOZIN 100mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftn3.	INVOKANA 300mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftn4.	CANAGLIFLOZIN 300mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fto..	EMPAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fto1.	JARDIANCE 10mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fto2.	EMPAGLIFLOZIN 10mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fto3.	JARDIANCE 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fto4.	EMPAGLIFLOZIN 25mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftp..	METFORMIN + CANAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftp1.	VOKANAMET 50mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftp2.	CANAGLIFLOZIN+METFORMIN HYDROCHLORIDE 50mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftp3.	VOKANAMET 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftp4.	CANAGLIFLOZIN+METFORMIN HYDROCHLORIDE 50mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq..	DULAGLUTIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq1.	TRULICITY 750micrograms/0.5mL soln for injection p/f pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq2.	DULAGLUTIDE 750micrograms/0.5mL soln for injection p/f pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq3.	TRULICITY 1.5mg/0.5mL solution for injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq4.	DULAGLUTIDE 1.5mg/0.5mL soln for injection prefilled pen	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq5.	TRULICITY 750micrograms/0.5mL soln for inj prefilled syringe	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq6.	DULAGLUTIDE 750micrograms/0.5mL solution for injection pfs	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq7.	TRULICITY 1.5mg/0.5mL soln for injection prefilled syringe	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftq8.	DULAGLUTIDE 1.5mg/0.5mL soln for injection prefilled syringe	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr..	METFORMIN + EMPAGLIFLOZIN	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr1.	SYNJARDY 5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr2.	EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr3.	SYNJARDY 5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr4.	EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr5.	SYNJARDY 12.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr6.	EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 12.5mg/850mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr7.	SYNJARDY 12.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
ftr8.	EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 12.5mg/1000mg tablets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fts..	ALBIGLUTIDE	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fts1.	EPERZAN 30mg powder+solvent for solution for injection	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fts2.	ALBIGLUTIDE 30mg powder+solvent for solution for injection	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
iz16.	*GUARINA sachets	Other Antidiabetic Drugs	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.

# Short-Acting Insulins
f1...	SHORT-ACTING INSULIN PREPARATIONS	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f11..	*SOLUBLE INSULIN	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12..	SOLUBLE NEUTRAL INSULIN	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f121.	NEUTRAL INSULIN 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f122.	HYPURIN NEUTRAL 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f125.	VELOSULIN 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f126.	VELOSULIN CARTRIDGE 100iu/mL injection 5.7mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f127.	HUMAN ACTRAPID 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f128.	HUMAN ACTRAPID 100iu/mL penfill cartridges	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f129.	HUMAN VELOSULIN 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12A.	HUMAN ACTRAPID 100iu/mL penfill cartridges 1.5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12B.	HUMAN ACTRAPID 100iu/mL preloaded injection pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12C.	HUMAJECT S 100iu/mL prefilled pen	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12D.	PORK VELOSULIN 100units/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
