code	description	code_group	recommended_use
bi93.	TRANDOLAPRIL 2mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi94.	*GOPTEN 500micrograms capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi95.	*GOPTEN 1mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi96.	*GOPTEN 2mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi97.	*ODRIK 500micrograms capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi98.	*ODRIK 1mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi99.	*ODRIK 2mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi9A.	*GOPTEN 4mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi9z.	TRANDOLAPRIL 4mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biA..	MOEXIPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biA1.	MOEXIPRIL HYDROCHLORIDE 7.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biA2.	MOEXIPRIL HYDROCHLORIDE 15mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biA3.	PERDIX 7.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biA4.	PERDIX 15mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biB..	IMIDAPRIL HYDROCHLORIDE	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biB1.	TANATRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biB2.	TANATRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biB3.	TANATRIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biBx.	IMIDAPRIL HYDROCHLORIDE 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biBy.	IMIDAPRIL HYDROCHLORIDE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biBz.	IMIDAPRIL HYDROCHLORIDE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC..	PERINDOPRIL ARGININE	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC1.	COVERSYL ARGININE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC2.	PERINDOPRIL ARGININE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC3.	COVERSYL ARGININE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC4.	PERINDOPRIL ARGININE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC5.	COVERSYL ARGININE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC6.	PERINDOPRIL ARGININE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC7.	COVERSYL ARGININE PLUS 5mg/1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
biC8.	PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk6..	TRANDOLAPRIL+VERAPAMIL HYDROCHLORIDE	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk61.	TRANDOLAPRIL+VERAPAMIL HYDROCHLORIDE 2mg/180mg m/r capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk62.	*TARKA 2mg/180mg m/r capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.

# Angiotensin-II Receptor Antagonists
bk3..	LOSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk31.	LOSARTAN POTASSIUM 25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk32.	LOSARTAN POTASSIUM 50mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk33.	COZAAR HALF-STRENGTH 25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk34.	COZAAR 50mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk35.	LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 50mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk36.	COZAAR-COMP 50mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk37.	LOSARTAN POTASSIUM 100mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk38.	COZAAR 100mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk39.	COZAAR-COMP 100mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3A.	COZAAR-COMP 100mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3B.	COZAAR 12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3C.	LOSARTAN POTASSIUM 12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3D.	COZAAR 2.5mg/mL oral suspension	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3E.	LOSARTAN POTASSIUM 2.5mg/mL oral suspension	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3F.	ZOVENCAL 25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3G.	ZOVENCAL 50mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3H.	ZOVENCAL 100mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3y.	LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk3z.	LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4..	VALSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk41.	VALSARTAN 40mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk42.	VALSARTAN 80mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk43.	VALSARTAN 160mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk44.	DIOVAN 40mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk45.	DIOVAN 80mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk46.	DIOVAN 160mg capsules	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk47.	CO-DIOVAN 160mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk48.	CO-DIOVAN 160mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk49.	CO-DIOVAN 80mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4A.	DIOVAN 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4B.	DIOVAN 320mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4C.	DIOVAN 3mg/mL oral solution	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4s.	VALSARTAN 80mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4t.	VALSARTAN 160mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4u.	VALSARTAN 3mg/mL oral solution	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4v.	VALSARTAN 320mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4w.	VALSARTAN 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4x.	VALSARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4y.	VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk4z.	VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk5..	IRBESARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk51.	IRBESARTAN 75mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk52.	IRBESARTAN 150mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk53.	IRBESARTAN 300mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk54.	APROVEL 75mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk55.	APROVEL 150mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk56.	APROVEL 300mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk57.	COAPROVEL 150mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk58.	COAPROVEL 300mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk59.	COAPROVEL 300mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk5x.	IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk5y.	IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk5z.	IRBESARTAN+HYDROCHLOROTHIAZIDE 150mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk7..	CANDESARTAN CILEXETIL	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk71.	CANDESARTAN CILEXETIL 2mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk72.	CANDESARTAN CILEXETIL 4mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk73.	CANDESARTAN CILEXETIL 8mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk74.	CANDESARTAN CILEXETIL 16mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk75.	AMIAS 2mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk76.	AMIAS 4mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk77.	AMIAS 8mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk78.	AMIAS 16mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk79.	AMIAS 32mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk7z.	CANDESARTAN CILEXETIL 32mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk8..	TELMISARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk81.	TELMISARTAN 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk82.	TELMISARTAN 80mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk83.	MICARDIS 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk84.	MICARDIS 80mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk85.	MICARDIS 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk86.	MICARDISPLUS 40mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk87.	MICARDISPLUS 80mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk88.	MICARDISPLUS 80mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk8w.	TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk8x.	TELMISARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk8y.	TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk8z.	TELMISARTAN 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk9..	EPROSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk91.	TEVETEN 300mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk92.	*TEVETEN 400mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk93.	TEVETEN 600mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk9x.	EPROSARTAN 300mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk9y.	EPROSARTAN 400mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bk9z.	EPROSARTAN 600mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB..	OLMESARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB1.	OLMESARTAN MEDOXOMIL 10mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB2.	OLMESARTAN MEDOXOMIL 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB3.	OLMESARTAN MEDOXOMIL 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB4.	OLMETEC 10mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB5.	OLMETEC 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkB6.	OLMETEC 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkC1.	OLMETEC PLUS 20mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkC2.	OLMETEC PLUS 20mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkC3.	OLMETEC PLUS 40mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkCx.	OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkCy.	OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkCz.	OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkD..	AMLODIPINE + VALSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkI..	OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkI2.	SEVIKAR HCT 40mg/5mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkI3.	SEVIKAR HCT 40mg/10mg/12.5mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkI4.	SEVIKAR HCT 40mg/5mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkI5.	SEVIKAR HCT 40mg/10mg/25mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ..	AZILSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ1.	EDARBI 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ2.	AZILSARTAN MEDOXOMIL 20mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ3.	EDARBI 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ4.	AZILSARTAN MEDOXOMIL 40mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ5.	EDARBI 80mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkJ6.	AZILSARTAN MEDOXOMIL 80mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL..	SACUBITRIL+VALSARTAN	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL1.	ENTRESTO 24mg/26mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL2.	SACUBITRIL+VALSARTAN 24mg/26mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL3.	ENTRESTO 49mg/51mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL4.	SACUBITRIL+VALSARTAN 49mg/51mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL5.	ENTRESTO 97mg/103mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkL6.	SACUBITRIL+VALSARTAN 97mg/103mg tablets	Angiotensin-II Receptor Antagonists	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.

# Beta-Adrenoceptor Blocking Drugs
bd...	BETA-ADRENOCEPTOR BLOCKERS	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1..	PROPRANOLOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd11.	PROPRANOLOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd12.	PROPRANOLOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd13.	PROPRANOLOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd14.	PROPRANOLOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd15.	*ANGILOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd16.	*ANGILOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd17.	*ANGILOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd18.	*ANGILOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd19.	*APSOLOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1A.	*PROPANIX 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1B.	*PROPANIX 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1C.	*PROPANIX 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1D.	*PROPANIX 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1E.	PROPANIX SR 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1F.	*BETADUR CR 160mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1G.	BETA-PROGRANE 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1H.	PROPRANOLOL 1mg/1mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1I.	PROPRANOLOL 5mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1J.	PROPRANOLOL 50mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1K.	HALF-BETADUR CR 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1L.	HALF BETA-PROGRANE 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1M.	*SLOPROLOL 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1N.	*PROBETA LA 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1O.	LOPRANOL LA 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1P.	PROPRANOLOL HYDROCHLORIDE 10mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1Q.	PROPRANOLOL HYDROCHLORIDE 40mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1R.	PROPRANOLOL HYDROCHLORIDE 80mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1S.	HALF PROPANIX LA 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1T.	PROPANIX LA 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1U.	HALF PROPATARD LA 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1V.	PROPATARD LA 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
